voltage
-84.79568
-84.88724
-84.9025
-85.055084
-84.7499
-84.85671
-84.88724
-84.826195
-84.933014
-84.76516
-84.94827
-85.02457
-85.07034
-84.79568
-84.88724
-84.810936
-84.78042
-84.826195
-84.76516
-84.76516
-84.87197
-84.917755
-84.94827
-84.826195
-84.76516
-84.85671
-84.97879
-84.88724
-84.9025
-84.96353
-84.88724
-84.933014
-84.94827
-84.826195
-84.933014
-84.688866
-84.76516
-84.78042
-84.826195
-84.9025
-84.78042
-85.02457
-84.933014
-84.94827
-84.9025
-84.73464
-84.85671
-84.73464
-84.79568
-84.88724
-84.79568
-84.917755
-84.85671
-84.826195
-84.9025
-84.88724
-84.76516
-84.78042
-84.85671
-84.917755
-84.96353
-84.810936
-84.96353
-85.02457
-84.826195
-84.9025
-84.78042
-84.76516
-84.933014
-84.76516
-84.917755
-84.87197
-84.96353
-84.96353
-84.88724
-84.76516
-84.87197
-84.88724
-84.94827
-84.88724
-84.85671
-84.97879
-85.055084
-84.9025
-84.933014
-84.88724
-84.826195
-84.97879
-84.810936
-84.99405
-84.826195
-84.97879
-84.96353
-84.88724
-84.7499
-84.810936
-84.933014
-84.88724
-84.933014
-84.67361
-84.85671
-84.7499
-84.810936
-84.88724
-84.688866
-84.917755
-84.917755
-84.85671
-84.9025
-84.826195
-84.85671
-84.88724
-84.826195
-84.9025
-84.97879
-84.917755
-84.917755
-85.00931
-84.76516
-84.78042
-84.85671
-84.87197
-84.88724
-84.79568
-84.97879
-84.917755
-85.055084
-84.9025
-84.826195
-84.933014
-84.85671
-84.94827
-84.94827
-84.78042
-84.917755
-84.9025
-84.9025
-84.79568
-84.76516
-84.79568
-84.85671
-84.97879
-84.933014
-84.933014
-84.87197
-84.96353
-84.826195
-84.94827
-84.85671
-84.88724
-84.96353
-84.85671
-84.79568
-84.917755
-84.9025
-84.96353
-84.933014
-84.826195
-84.96353
-84.826195
-85.02457
-84.917755
-84.85671
-84.88724
-84.917755
-84.7499
-84.96353
-84.73464
-84.810936
-84.933014
-84.810936
-84.933014
-84.917755
-84.88724
-84.88724
-84.71938
-84.99405
-84.79568
-84.94827
-84.933014
-84.94827
-84.96353
-85.00931
-84.97879
-84.85671
-84.88724
-84.88724
-84.933014
-84.9025
-84.94827
-84.94827
-84.96353
-85.11612
-84.96353
-84.97879
-84.933014
-84.88724
-84.97879
-84.9025
-84.96353
-84.88724
-84.97879
-85.055084
-84.933014
-84.933014
-84.94827
-84.933014
-84.97879
-84.9025
-84.73464
-84.933014
-84.88724
-85.0856
-84.97879
-85.00931
-84.94827
-85.055084
-84.933014
-84.933014
-84.88724
-84.88724
-84.99405
-84.87197
-85.00931
-84.94827
-85.039825
-85.00931
-84.9025
-84.97879
-85.00931
-84.933014
-84.826195
-84.87197
-84.97879
-85.02457
-85.11612
-84.96353
-84.97879
-85.00931
-85.00931
-85.039825
-84.933014
-84.9025
-84.97879
-84.97879
-85.0856
-84.810936
-84.99405
-85.00931
-85.0856
-85.20768
-84.79568
-84.96353
-84.97879
-85.039825
-84.97879
-84.99405
-85.00931
-84.99405
-85.11612
-84.88724
-85.02457
-84.917755
-84.99405
-85.11612
-84.917755
-85.039825
-85.0856
-85.07034
-85.1619
-84.917755
-85.02457
-84.96353
-84.99405
-84.87197
-84.917755
-85.07034
-85.00931
-85.146645
-84.99405
-85.055084
-85.1619
-85.02457
-85.131386
-84.96353
-85.00931
-85.131386
-84.99405
-85.07034
-84.88724
-84.99405
-85.02457
-84.933014
-84.99405
-85.00931
-85.00931
-85.131386
-85.0856
-85.00931
-85.02457
-84.94827
-85.039825
-85.0856
-85.055084
-85.02457
-84.99405
-85.11612
-84.917755
-85.055084
-85.19242
-85.02457
-85.17716
-84.94827
-85.02457
-84.88724
-84.94827
-85.0856
-84.85671
-85.055084
-85.039825
-85.131386
-85.07034
-84.97879
-84.99405
-85.055084
-84.94827
-84.88724
-84.9025
-84.99405
-85.0856
-85.07034
-84.97879
-84.99405
-85.055084
-85.00931
-85.055084
-84.79568
-84.917755
-84.97879
-85.02457
-85.02457
-84.96353
-85.20768
-85.02457
-85.131386
-84.99405
-84.97879
-85.055084
-84.933014
-85.07034
-84.933014
-85.00931
-85.11612
-85.02457
-84.933014
-84.94827
-85.00931
-84.933014
-85.055084
-84.97879
-84.97879
-85.11612
-85.0856
-85.07034
-84.917755
-84.96353
-84.97879
-84.97879
-84.99405
-84.9025
-84.97879
-85.02457
-85.0856
-85.02457
-84.933014
-84.96353
-84.97879
-85.02457
-84.94827
-84.826195
-84.933014
-85.0856
-85.1619
-84.88724
-84.94827
-85.00931
-84.97879
-85.07034
-84.826195
-84.933014
-84.810936
-85.055084
-84.96353
-84.96353
-84.99405
-85.02457
-85.146645
-84.917755
-84.933014
-85.00931
-84.933014
-85.039825
-84.917755
-84.97879
-85.02457
-84.94827
-84.88724
-84.73464
-84.810936
-85.039825
-84.917755
-84.94827
-84.88724
-84.96353
-84.97879
-85.039825
-84.96353
-84.97879
-84.99405
-85.00931
-85.02457
-84.88724
-84.88724
-84.933014
-84.99405
-85.00931
-84.87197
-84.933014
-84.9025
-84.99405
-84.94827
-84.826195
-84.99405
-85.00931
-85.00931
-84.933014
-84.85671
-84.88724
-84.826195
-84.9025
-84.810936
-84.9025
-84.79568
-84.826195
-84.88724
-84.810936
-84.933014
-84.96353
-84.94827
-85.00931
-84.96353
-84.99405
-84.87197
-84.79568
-84.88724
-84.94827
-84.97879
-84.79568
-84.87197
-84.78042
-84.88724
-84.96353
-84.76516
-84.97879
-84.85671
-85.02457
-84.96353
-84.87197
-84.810936
-84.79568
-84.87197
-84.79568
-84.9025
-84.87197
-84.917755
-84.97879
-84.71938
-84.810936
-84.65835
-84.79568
-84.9025
-84.71938
-84.85671
-84.688866
-84.87197
-84.79568
-84.917755
-84.917755
-84.826195
-84.79568
-84.826195
-84.79568
-84.826195
-84.826195
-84.85671
-84.71938
-84.826195
-84.688866
-84.810936
-84.79568
-84.79568
-84.88724
-84.810936
-84.933014
-84.76516
-84.88724
-84.71938
-84.76516
-84.85671
-84.73464
-84.71938
-84.826195
-84.826195
-84.79568
-84.88724
-84.99405
-84.85671
-84.917755
-84.76516
-84.94827
-84.917755
-84.9025
-84.94827
-84.87197
-84.88724
-84.810936
-84.85671
-84.85671
-84.826195
-84.88724
-84.73464
-84.826195
-84.688866
-84.85671
-84.78042
-84.73464
-84.7499
-84.73464
-84.826195
-84.933014
-84.88724
-84.73464
-84.85671
-84.7499
-84.73464
-84.79568
-84.62783
-84.704124
-84.933014
-84.7499
-84.917755
-84.7499
-84.85671
